,sex,age,dorm_select,college_of,personality,weekend_stay,weekday_stay,smoke,alchol,m_how_eat,how_eat_in,wake_up,m_sleep,sleep_sensitive,sleep_habit,clean_period,shower_timezone,w_age_range,w_diff_college_of,w_personality,w_weekend_stay,w_weekday_stay,w_smoke,w_alchol,w_how_eat,w_how_eat_in,w_wake_up,w_sleep,w_sleep_sensitive,w_sleep_habit,w_clean_period,w_shower_timezone,default_cluster,age_cluster,college_of_cluster,personality_cluster,weekend_stay_cluster,weekday_stay_cluster,smoke_cluster,alchol_cluster,m_how_eat_cluster,how_eat_in_cluster,wake_up_cluster,m_sleep_cluster,sleep_sensitive_cluster,sleep_habit_cluster,clean_period_cluster,shower_timezone_cluster
172,2,2,1,5,2,2,1,1,1,2,2,2,3,1,3,1,2,0,0,0,0,0,1,1,0,2,2,3,1,1,1,0,6,5,5,7,8,4,6,6,5,0,3,8,5,2,8,7
173,1,5,1,11,2,1,2,1,1,2,2,1,3,1,3,2,1,3,0,2,0,0,1,1,0,0,1,3,0,1,2,2,1,1,2,4,1,1,1,1,6,6,7,5,1,0,1,2
174,1,4,1,1,2,2,2,1,2,2,2,2,2,1,3,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,7,8,8,2,5,6,4,7,4,8,2,6,6,4,6,6
175,2,2,1,5,2,1,1,1,1,2,2,1,1,1,3,2,2,2,0,0,0,1,1,0,0,2,1,2,0,1,2,1,2,5,3,3,7,5,2,2,2,3,3,1,3,5,2,0
176,2,1,1,7,2,2,2,1,1,2,2,2,2,1,3,2,2,1,0,2,0,1,1,0,0,2,2,2,1,1,2,1,2,2,3,3,2,5,2,2,2,3,3,1,3,8,2,0
177,2,1,1,4,1,1,1,1,2,2,2,3,3,1,3,3,1,1,0,2,0,0,1,2,0,2,0,3,0,1,3,0,6,5,5,7,7,4,6,6,5,0,3,8,5,2,8,7
178,2,2,1,5,2,1,2,1,1,2,2,2,3,1,3,2,1,0,0,0,2,0,1,0,0,2,2,3,0,1,2,2,2,5,3,3,7,5,2,2,2,0,3,8,3,5,2,7
179,1,2,1,5,2,2,2,2,1,1,2,1,2,1,3,2,2,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,5,1,2,4,1,8,7,5,1,1,7,6,1,7,1,2
180,1,2,1,7,2,2,2,1,1,1,2,2,2,1,3,2,1,0,2,0,0,1,0,0,0,2,2,2,0,0,2,2,5,1,2,4,1,8,1,5,1,1,2,6,1,7,1,2
181,1,4,1,1,1,2,2,1,1,2,1,2,2,1,3,2,1,0,0,1,0,1,1,0,0,1,2,2,1,0,2,2,5,1,2,4,1,8,1,5,1,1,2,6,1,7,1,2
182,2,2,2,11,1,1,2,1,1,2,2,3,3,1,1,2,2,0,0,0,2,0,0,0,0,0,0,3,1,1,2,1,4,6,4,6,6,2,5,8,8,4,8,3,8,6,5,5
183,1,5,1,11,2,1,1,1,2,2,2,3,3,2,1,2,1,0,2,0,2,2,1,2,3,2,2,0,1,1,2,0,1,1,2,4,1,1,1,1,6,6,0,5,6,0,1,2
184,1,5,2,7,2,1,1,1,1,2,2,1,1,1,3,1,1,0,1,2,2,0,1,1,0,0,0,0,1,0,0,0,3,7,7,0,3,3,3,3,3,5,5,0,7,3,3,3
185,2,4,2,7,1,2,1,1,2,2,2,2,2,1,1,1,1,0,0,1,0,1,1,0,0,2,2,2,1,1,0,0,8,0,1,1,0,0,0,0,0,2,1,2,4,1,0,1
186,1,4,2,11,2,1,1,1,1,1,1,2,2,1,1,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,3,0,8,3,3,3,3,3,5,6,7,7,3,4,3
187,2,4,1,6,2,1,1,1,2,2,2,2,2,1,3,2,2,4,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,5,2,2,2,3,3,1,3,8,2,0
188,1,8,1,7,1,2,1,1,2,3,2,1,2,1,1,2,2,0,1,0,0,0,1,2,0,2,2,2,1,1,2,0,5,1,2,4,1,1,1,5,1,1,7,6,1,7,1,2
189,1,6,1,12,2,1,2,1,1,3,2,2,3,2,3,2,1,3,1,2,2,2,1,1,0,0,3,3,1,0,2,0,1,1,2,4,1,1,1,1,6,6,2,5,6,0,1,2
190,1,8,1,2,1,2,1,1,3,3,1,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,2,2,1,1,2,0,5,1,2,4,1,1,1,5,1,1,2,6,6,7,1,2
